CPT,ENDING,ZONEID,"	MW"
1/16/07,16:15:00,"	244","	13493"
1/16/07,16:15:00,"	246","	1807"
1/16/07,16:30:00,"	240","	10459"
1/16/07,16:30:00,"	242","	19087"
1/16/07,16:30:00,"	244","	13504"
1/16/07,16:30:00,"	246","	1814"
1/16/07,16:45:00,"	240","	10459"
1/16/07,16:45:00,"	242","	19079"
1/16/07,16:45:00,"	244","	13501"
1/16/07,16:45:00,"	246","	1842"
1/16/07,17:00:00,"	240","	10459"
1/16/07,17:00:00,"	242","	19071"
1/16/07,17:00:00,"	244","	13486"
1/16/07,17:00:00,"	246","	1890"
1/16/07,17:15:00,"	240","	10523"
1/16/07,17:15:00,"	242","	20277"
1/16/07,17:15:00,"	244","	13795"
1/16/07,17:15:00,"	246","	2263"
1/16/07,17:30:00,"	240","	10523"
1/16/07,17:30:00,"	242","	20305"
1/16/07,17:30:00,"	244","	13772"
1/16/07,17:30:00,"	246","	2274"
1/16/07,17:45:00,"	240","	10523"
1/16/07,17:45:00,"	242","	20313"
1/16/07,17:45:00,"	244","	13788"
1/16/07,17:45:00,"	246","	2306"
1/16/07,18:00:00,"	240","	10523"
1/16/07,18:00:00,"	242","	20319"
1/16/07,18:00:00,"	244","	13785"
1/16/07,18:00:00,"	246","	2360"
1/16/07,18:15:00,"	240","	10653"
1/16/07,18:15:00,"	242","	21450"
1/16/07,18:15:00,"	244","	14023"
1/16/07,18:15:00,"	246","	2641"
1/16/07,18:30:00,"	240","	10653"
1/16/07,18:30:00,"	242","	21357"
1/16/07,18:30:00,"	244","	14030"
1/16/07,18:30:00,"	246","	2734"
1/16/07,18:45:00,"	240","	10653"
1/16/07,18:45:00,"	242","	21296"
1/16/07,18:45:00,"	244","	14033"
1/16/07,18:45:00,"	246","	2795"
1/16/07,19:00:00,"	240","	10653"
1/16/07,19:00:00,"	242","	21267"
1/16/07,19:00:00,"	244","	14028"
1/16/07,19:00:00,"	246","	2824"
1/16/07,19:15:00,"	240","	10680"
1/16/07,19:15:00,"	242","	21439"
1/16/07,19:15:00,"	244","	13982"
1/16/07,19:15:00,"	246","	2813"
1/16/07,19:30:00,"	240","	10680"
1/16/07,19:30:00,"	242","	21424"
1/16/07,19:30:00,"	244","	13966"
1/16/07,19:30:00,"	246","	2828"
1/16/07,19:45:00,"	240","	10680"
1/16/07,19:45:00,"	242","	21418"
1/16/07,19:45:00,"	244","	13954"
1/16/07,19:45:00,"	246","	2834"
1/16/07,20:00:00,"	240","	10680"
1/16/07,20:00:00,"	242","	21422"
1/16/07,20:00:00,"	244","	13934"
1/16/07,20:00:00,"	246","	2830"
1/16/07,20:15:00,"	240","	10695"
1/16/07,20:15:00,"	242","	21535"
1/16/07,20:15:00,"	244","	13772"
1/16/07,20:15:00,"	246","	2543"
1/16/07,20:30:00,"	240","	10695"
1/16/07,20:30:00,"	242","	21546"
1/16/07,20:30:00,"	244","	13723"
1/16/07,20:30:00,"	246","	2532"
1/16/07,20:45:00,"	240","	10695"
1/16/07,20:45:00,"	242","	21561"
1/16/07,20:45:00,"	244","	13663"
1/16/07,20:45:00,"	246","	2517"
1/16/07,21:00:00,"	240","	10695"
1/16/07,21:00:00,"	242","	21579"
1/16/07,21:00:00,"	244","	13598"
1/16/07,21:00:00,"	246","	2498"
1/16/07,21:15:00,"	240","	10665"
1/16/07,21:15:00,"	242","	21183"
1/16/07,21:15:00,"	244","	13250"
1/16/07,21:15:00,"	246","	2246"
1/16/07,21:30:00,"	240","	10665"
1/16/07,21:30:00,"	242","	21151"
1/16/07,21:30:00,"	244","	13211"
1/16/07,21:30:00,"	246","	2198"
1/16/07,21:45:00,"	240","	10665"
1/16/07,21:45:00,"	242","	21059"
1/16/07,21:45:00,"	244","	13199"
1/16/07,21:45:00,"	246","	2210"
1/16/07,22:00:00,"	240","	10665"
1/16/07,22:00:00,"	242","	20906"
1/16/07,22:00:00,"	244","	13208"
1/16/07,22:00:00,"	246","	2283"
1/16/07,22:15:00,"	240","	7915"
1/16/07,22:15:00,"	242","	19308"
1/16/07,22:15:00,"	244","	13201"
1/16/07,22:15:00,"	246","	2518"
1/16/07,22:30:00,"	240","	7915"
1/16/07,22:30:00,"	242","	19210"
1/16/07,22:30:00,"	244","	13183"
1/16/07,22:30:00,"	246","	2584"
1/16/07,22:45:00,"	240","	7915"
1/16/07,22:45:00,"	242","	19232"
1/16/07,22:45:00,"	244","	13165"
1/16/07,22:45:00,"	246","	2562"
1/16/07,23:00:00,"	240","	7915"
1/16/07,23:00:00,"	242","	19343"
1/16/07,23:00:00,"	244","	13147"
1/16/07,23:00:00,"	246","	2451"
1/16/07,23:15:00,"	240","	8127"
1/16/07,23:15:00,"	242","	18196"
1/16/07,23:15:00,"	244","	12531"
1/16/07,23:15:00,"	246","	1983"
1/16/07,23:30:00,"	240","	8073"
1/16/07,23:30:00,"	242","	18246"
1/16/07,23:30:00,"	244","	12518"
1/16/07,23:30:00,"	246","	1939"
1/16/07,23:45:00,"	240","	8018"
1/16/07,23:45:00,"	242","	18289"
1/16/07,23:45:00,"	244","	12512"
1/16/07,23:45:00,"	246","	1905"
1/17/07,0:00:00,"	240","	7962"
1/17/07,0:00:00,"	242","	18326"
1/17/07,0:00:00,"	244","	12503"
1/17/07,0:00:00,"	246","	1878"
1/17/07,0:15:00,"	240","	7362"
1/17/07,0:15:00,"	242","	17890"
1/17/07,0:15:00,"	244","	12040"
1/17/07,0:15:00,"	246","	1812"
1/17/07,0:30:00,"	240","	7362"
1/17/07,0:30:00,"	242","	17901"
1/17/07,0:30:00,"	244","	12036"
1/17/07,0:30:00,"	246","	1811"
1/17/07,0:45:00,"	240","	7362"
1/17/07,0:45:00,"	242","	17902"
1/17/07,0:45:00,"	244","	12033"
1/17/07,0:45:00,"	246","	1815"
1/17/07,1:00:00,"	240","	7362"
1/17/07,1:00:00,"	242","	17895"
1/17/07,1:00:00,"	244","	12027"
1/17/07,1:00:00,"	246","	1822"
1/17/07,1:15:00,"	240","	7084"
1/17/07,1:15:00,"	242","	17667"
1/17/07,1:15:00,"	244","	12037"
1/17/07,1:15:00,"	246","	1831"
1/17/07,1:30:00,"	240","	7084"
1/17/07,1:30:00,"	242","	17584"
1/17/07,1:30:00,"	244","	12030"
1/17/07,1:30:00,"	246","	1846"
1/17/07,1:45:00,"	240","	7084"
1/17/07,1:45:00,"	242","	17510"
1/17/07,1:45:00,"	244","	12028"
1/17/07,1:45:00,"	246","	1854"
1/17/07,2:00:00,"	240","	7084"
1/17/07,2:00:00,"	242","	17474"
1/17/07,2:00:00,"	244","	12029"
1/17/07,2:00:00,"	246","	1857"
1/17/07,2:15:00,"	240","	7090"
1/17/07,2:15:00,"	242","	17575"
1/17/07,2:15:00,"	244","	12017"
1/17/07,2:15:00,"	246","	1698"
1/17/07,2:30:00,"	240","	7090"
1/17/07,2:30:00,"	242","	17575"
1/17/07,2:30:00,"	244","	12011"
1/17/07,2:30:00,"	246","	1608"
1/17/07,2:45:00,"	240","	7090"
1/17/07,2:45:00,"	242","	17580"
1/17/07,2:45:00,"	244","	12007"
1/17/07,2:45:00,"	246","	1606"
1/17/07,3:00:00,"	240","	7090"
1/17/07,3:00:00,"	242","	17589"
1/17/07,3:00:00,"	244","	12009"
1/17/07,3:00:00,"	246","	1597"
1/17/07,3:15:00,"	240","	7097"
1/17/07,3:15:00,"	242","	17616"
1/17/07,3:15:00,"	244","	12080"
1/17/07,3:15:00,"	246","	1511"
1/17/07,3:30:00,"	240","	7097"
1/17/07,3:30:00,"	242","	17625"
1/17/07,3:30:00,"	244","	12091"
1/17/07,3:30:00,"	246","	1512"
1/17/07,3:45:00,"	240","	7097"
1/17/07,3:45:00,"	242","	17629"
1/17/07,3:45:00,"	244","	12112"
1/17/07,3:45:00,"	246","	1549"
1/17/07,4:00:00,"	240","	7097"
1/17/07,4:00:00,"	242","	17629"
1/17/07,4:00:00,"	244","	12149"
1/17/07,4:00:00,"	246","	1594"
1/17/07,4:15:00,"	240","	7158"
1/17/07,4:15:00,"	242","	17941"
1/17/07,4:15:00,"	244","	12436"
1/17/07,4:15:00,"	246","	1616"
1/17/07,4:30:00,"	240","	7158"
1/17/07,4:30:00,"	242","	17929"
1/17/07,4:30:00,"	244","	12463"
1/17/07,4:30:00,"	246","	1708"
1/17/07,4:45:00,"	240","	7158"
1/17/07,4:45:00,"	242","	17889"
1/17/07,4:45:00,"	244","	12467"
1/17/07,4:45:00,"	246","	1824"
1/17/07,5:00:00,"	240","	7158"
1/17/07,5:00:00,"	242","	17860"
1/17/07,5:00:00,"	244","	12450"
1/17/07,5:00:00,"	246","	1954"
1/17/07,5:15:00,"	240","	7540"
1/17/07,5:15:00,"	242","	19050"
1/17/07,5:15:00,"	244","	12519"
1/17/07,5:15:00,"	246","	2192"
1/17/07,5:30:00,"	240","	7840"
1/17/07,5:30:00,"	242","	19028"
1/17/07,5:30:00,"	244","	12519"
1/17/07,5:30:00,"	246","	2274"
1/17/07,5:45:00,"	240","	8140"
1/17/07,5:45:00,"	242","	18970"
1/17/07,5:45:00,"	244","	12512"
1/17/07,5:45:00,"	246","	2332"
1/17/07,6:00:00,"	240","	8440"
1/17/07,6:00:00,"	242","	19394"
1/17/07,6:00:00,"	244","	12763"
1/17/07,6:00:00,"	246","	2400"
1/17/07,6:15:00,"	240","	9510"
1/17/07,6:15:00,"	242","	21864"
1/17/07,6:15:00,"	244","	12906"
1/17/07,6:15:00,"	246","	2871"
1/17/07,6:30:00,"	240","	9510"
1/17/07,6:30:00,"	242","	21829"
1/17/07,6:30:00,"	244","	12901"
1/17/07,6:30:00,"	246","	2906"
1/17/07,6:45:00,"	240","	9510"
1/17/07,6:45:00,"	242","	21793"
1/17/07,6:45:00,"	244","	12918"
1/17/07,6:45:00,"	246","	2942"
1/17/07,7:00:00,"	240","	9510"
1/17/07,7:00:00,"	242","	21756"
1/17/07,7:00:00,"	244","	12955"
1/17/07,7:00:00,"	246","	2979"
1/17/07,7:15:00,"	240","	9606"
1/17/07,7:15:00,"	242","	21594"
1/17/07,7:15:00,"	244","	13110"
1/17/07,7:15:00,"	246","	3078"
1/17/07,7:30:00,"	240","	9606"
1/17/07,7:30:00,"	242","	21588"
1/17/07,7:30:00,"	244","	13155"
1/17/07,7:30:00,"	246","	3084"
1/17/07,7:45:00,"	240","	9606"
1/17/07,7:45:00,"	242","	21616"
1/17/07,7:45:00,"	244","	13190"
1/17/07,7:45:00,"	246","	3056"
1/17/07,8:00:00,"	240","	9606"
1/17/07,8:00:00,"	242","	21679"
1/17/07,8:00:00,"	244","	13217"
1/17/07,8:00:00,"	246","	2993"
1/17/07,8:15:00,"	240","	9622"
1/17/07,8:15:00,"	242","	20497"
1/17/07,8:15:00,"	244","	13154"
1/17/07,8:15:00,"	246","	2932"
1/17/07,8:30:00,"	240","	9622"
1/17/07,8:30:00,"	242","	20546"
1/17/07,8:30:00,"	244","	13176"
1/17/07,8:30:00,"	246","	2883"
1/17/07,8:45:00,"	240","	9622"
1/17/07,8:45:00,"	242","	20604"
1/17/07,8:45:00,"	244","	13215"
1/17/07,8:45:00,"	246","	2825"
1/17/07,9:00:00,"	240","	9622"
1/17/07,9:00:00,"	242","	20671"
1/17/07,9:00:00,"	244","	13291"
1/17/07,9:00:00,"	246","	2758"
1/17/07,9:15:00,"	240","	9611"
1/17/07,9:15:00,"	242","	20225"
1/17/07,9:15:00,"	244","	13059"
1/17/07,9:15:00,"	246","	2394"
1/17/07,9:30:00,"	240","	9611"
1/17/07,9:30:00,"	242","	20280"
1/17/07,9:30:00,"	244","	13088"
1/17/07,9:30:00,"	246","	2339"
1/17/07,9:45:00,"	240","	9611"
1/17/07,9:45:00,"	242","	20312"
1/17/07,9:45:00,"	244","	13134"
1/17/07,9:45:00,"	246","	2307"
1/17/07,10:00:00,"	240","	9611"
1/17/07,10:00:00,"	242","	20320"
1/17/07,10:00:00,"	244","	13198"
1/17/07,10:00:00,"	246","	2299"
1/17/07,10:15:00,"	240","	9455"
1/17/07,10:15:00,"	242","	20176"
1/17/07,10:15:00,"	244","	12968"
1/17/07,10:15:00,"	246","	2358"
1/17/07,10:30:00,"	240","	9375"
1/17/07,10:30:00,"	242","	20176"
1/17/07,10:30:00,"	244","	12975"
1/17/07,10:30:00,"	246","	2358"
1/17/07,10:45:00,"	240","	9295"
1/17/07,10:45:00,"	242","	20176"
1/17/07,10:45:00,"	244","	12965"
1/17/07,10:45:00,"	246","	2358"
1/17/07,11:00:00,"	240","	9215"
1/17/07,11:00:00,"	242","	20176"
1/17/07,11:00:00,"	244","	12952"
1/17/07,11:00:00,"	246","	2358"
1/17/07,11:15:00,"	240","	9057"
1/17/07,11:15:00,"	242","	20867"
1/17/07,11:15:00,"	244","	13037"
1/17/07,11:15:00,"	246","	2260"
1/17/07,11:30:00,"	240","	9057"
1/17/07,11:30:00,"	242","	20867"
1/17/07,11:30:00,"	244","	13049"
1/17/07,11:30:00,"	246","	2260"
1/17/07,11:45:00,"	240","	9057"
1/17/07,11:45:00,"	242","	20867"
1/17/07,11:45:00,"	244","	13084"
1/17/07,11:45:00,"	246","	2260"
1/17/07,12:00:00,"	240","	9057"
1/17/07,12:00:00,"	242","	20867"
1/17/07,12:00:00,"	244","	13138"
1/17/07,12:00:00,"	246","	2260"
1/17/07,12:15:00,"	240","	9065"
1/17/07,12:15:00,"	242","	19618"
1/17/07,12:15:00,"	244","	13367"
1/17/07,12:15:00,"	246","	2227"
1/17/07,12:30:00,"	240","	9065"
1/17/07,12:30:00,"	242","	19618"
1/17/07,12:30:00,"	244","	13415"
1/17/07,12:30:00,"	246","	2227"
1/17/07,12:45:00,"	240","	9065"
1/17/07,12:45:00,"	242","	19618"
1/17/07,12:45:00,"	244","	13436"
1/17/07,12:45:00,"	246","	2227"
1/17/07,13:00:00,"	240","	9065"
1/17/07,13:00:00,"	242","	19618"
1/17/07,13:00:00,"	244","	13430"
1/17/07,13:00:00,"	246","	2227"
1/17/07,13:15:00,"	240","	8977"
1/17/07,13:15:00,"	242","	19149"
1/17/07,13:15:00,"	244","	13266"
1/17/07,13:15:00,"	246","	2233"
1/17/07,13:30:00,"	240","	8977"
1/17/07,13:30:00,"	242","	19149"
1/17/07,13:30:00,"	244","	13241"
1/17/07,13:30:00,"	246","	2233"
1/17/07,13:45:00,"	240","	8977"
1/17/07,13:45:00,"	242","	19149"
1/17/07,13:45:00,"	244","	13223"
1/17/07,13:45:00,"	246","	2233"
1/17/07,14:00:00,"	240","	8977"
1/17/07,14:00:00,"	242","	19149"
1/17/07,14:00:00,"	244","	13210"
1/17/07,14:00:00,"	246","	2233"
1/17/07,14:15:00,"	240","	8974"
1/17/07,14:15:00,"	242","	18642"
1/17/07,14:15:00,"	244","	13127"
1/17/07,14:15:00,"	246","	2181"
1/17/07,14:30:00,"	240","	8974"
1/17/07,14:30:00,"	242","	18642"
1/17/07,14:30:00,"	244","	13103"
1/17/07,14:30:00,"	246","	2181"
1/17/07,14:45:00,"	240","	8974"
1/17/07,14:45:00,"	242","	18642"
1/17/07,14:45:00,"	244","	13086"
1/17/07,14:45:00,"	246","	2181"
1/17/07,15:00:00,"	240","	8974"
1/17/07,15:00:00,"	242","	18642"
1/17/07,15:00:00,"	244","	13072"
1/17/07,15:00:00,"	246","	2181"
1/17/07,15:15:00,"	240","	8975"
1/17/07,15:15:00,"	242","	19059"
1/17/07,15:15:00,"	244","	13014"
1/17/07,15:15:00,"	246","	2153"
1/17/07,15:30:00,"	240","	8975"
1/17/07,15:30:00,"	242","	19059"
1/17/07,15:30:00,"	244","	13003"
1/17/07,15:30:00,"	246","	2153"
1/17/07,15:45:00,"	240","	8982"
1/17/07,15:45:00,"	242","	19059"
1/17/07,15:45:00,"	244","	13007"
1/17/07,15:45:00,"	246","	2153"
1/17/07,16:00:00,"	240","	8998"
1/17/07,16:00:00,"	242","	19059"
1/17/07,16:00:00,"	244","	13016"
1/17/07,16:00:00,"	246","	2153"
1/17/07,16:15:00,"	240","	9052"
1/17/07,16:15:00,"	242","	19500"
1/17/07,16:15:00,"	244","	13057"
1/17/07,16:15:00,"	246","	2140"
1/17/07,16:30:00,"	240","	9092"
1/17/07,16:30:00,"	242","	19464"
1/17/07,16:30:00,"	244","	13036"
1/17/07,16:30:00,"	246","	2146"
1/17/07,16:45:00,"	240","	9139"
1/17/07,16:45:00,"	242","	19468"
1/17/07,16:45:00,"	244","	13004"
1/17/07,16:45:00,"	246","	2172"
1/17/07,17:00:00,"	240","	9195"
1/17/07,17:00:00,"	242","	19424"
1/17/07,17:00:00,"	244","	12967"
1/17/07,17:00:00,"	246","	2216"
1/17/07,17:15:00,"	240","	9305"
1/17/07,17:15:00,"	242","	20623"
1/17/07,17:15:00,"	244","	13237"
1/17/07,17:15:00,"	246","	2575"
1/17/07,17:30:00,"	240","	9345"
1/17/07,17:30:00,"	242","	20548"
1/17/07,17:30:00,"	244","	13214"
1/17/07,17:30:00,"	246","	2650"
1/17/07,17:45:00,"	240","	9385"
1/17/07,17:45:00,"	242","	20472"
1/17/07,17:45:00,"	244","	13246"
1/17/07,17:45:00,"	246","	2728"
1/17/07,18:00:00,"	240","	9425"
1/17/07,18:00:00,"	242","	20395"
1/17/07,18:00:00,"	244","	13267"
1/17/07,18:00:00,"	246","	2806"
1/17/07,18:15:00,"	240","	9492"
1/17/07,18:15:00,"	242","	21108"
1/17/07,18:15:00,"	244","	13492"
1/17/07,18:15:00,"	246","	3052"
1/17/07,18:30:00,"	240","	9492"
1/17/07,18:30:00,"	242","	21042"
1/17/07,18:30:00,"	244","	13531"
1/17/07,18:30:00,"	246","	3118"
1/17/07,18:45:00,"	240","	9492"
1/17/07,18:45:00,"	242","	21005"
1/17/07,18:45:00,"	244","	13549"
1/17/07,18:45:00,"	246","	3156"
1/17/07,19:00:00,"	240","	9492"
1/17/07,19:00:00,"	242","	20995"
1/17/07,19:00:00,"	244","	13544"
1/17/07,19:00:00,"	246","	3166"
1/17/07,19:15:00,"	240","	9752"
1/17/07,19:15:00,"	242","	20811"
1/17/07,19:15:00,"	244","	13487"
1/17/07,19:15:00,"	246","	2983"
1/17/07,19:30:00,"	240","	9752"
1/17/07,19:30:00,"	242","	20812"
1/17/07,19:30:00,"	244","	13482"
1/17/07,19:30:00,"	246","	2982"
1/17/07,19:45:00,"	240","	9752"
1/17/07,19:45:00,"	242","	20816"
1/17/07,19:45:00,"	244","	13463"
1/17/07,19:45:00,"	246","	2980"
1/17/07,20:00:00,"	240","	9752"
1/17/07,20:00:00,"	242","	20822"
1/17/07,20:00:00,"	244","	13432"
1/17/07,20:00:00,"	246","	2977"
1/17/07,20:15:00,"	240","	9535"
1/17/07,20:15:00,"	242","	20681"
1/17/07,20:15:00,"	244","	13330"
1/17/07,20:15:00,"	246","	2975"
1/17/07,20:30:00,"	240","	9535"
1/17/07,20:30:00,"	242","	20692"
1/17/07,20:30:00,"	244","	13292"
1/17/07,20:30:00,"	246","	2966"
1/17/07,20:45:00,"	240","	9535"
1/17/07,20:45:00,"	242","	20719"
1/17/07,20:45:00,"	244","	13245"
1/17/07,20:45:00,"	246","	2939"
1/17/07,21:00:00,"	240","	9535"
1/17/07,21:00:00,"	242","	20759"
1/17/07,21:00:00,"	244","	13169"
1/17/07,21:00:00,"	246","	2900"
1/17/07,21:15:00,"	240","	9484"
1/17/07,21:15:00,"	242","	20501"
1/17/07,21:15:00,"	244","	12893"
1/17/07,21:15:00,"	246","	2804"
1/17/07,21:30:00,"	240","	9484"
1/17/07,21:30:00,"	242","	20539"
1/17/07,21:30:00,"	244","	12858"
1/17/07,21:30:00,"	246","	2768"
1/17/07,21:45:00,"	240","	9484"
1/17/07,21:45:00,"	242","	20557"
1/17/07,21:45:00,"	244","	12858"
1/17/07,21:45:00,"	246","	2751"
1/17/07,22:00:00,"	240","	9484"
1/17/07,22:00:00,"	242","	20553"
1/17/07,22:00:00,"	244","	12891"
1/17/07,22:00:00,"	246","	2756"
1/17/07,22:15:00,"	240","	8076"
1/17/07,22:15:00,"	242","	19517"
1/17/07,22:15:00,"	244","	13159"
1/17/07,22:15:00,"	246","	2098"
1/17/07,22:30:00,"	240","	7576"
1/17/07,22:30:00,"	242","	18776"
1/17/07,22:30:00,"	244","	13184"
1/17/07,22:30:00,"	246","	2068"
1/17/07,22:45:00,"	240","	7076"
1/17/07,22:45:00,"	242","	18740"
1/17/07,22:45:00,"	244","	13185"
1/17/07,22:45:00,"	246","	2026"
1/17/07,23:00:00,"	240","	7076"
1/17/07,23:00:00,"	242","	18794"
1/17/07,23:00:00,"	244","	13144"
1/17/07,23:00:00,"	246","	1973"
1/17/07,23:15:00,"	240","	7049"
1/17/07,23:15:00,"	242","	18285"
1/17/07,23:15:00,"	244","	12332"
1/17/07,23:15:00,"	246","	1772"
1/17/07,23:30:00,"	240","	6969"
1/17/07,23:30:00,"	242","	18331"
1/17/07,23:30:00,"	244","	12317"
1/17/07,23:30:00,"	246","	1726"
1/17/07,23:45:00,"	240","	6889"
1/17/07,23:45:00,"	242","	18338"
1/17/07,23:45:00,"	244","	12310"
1/17/07,23:45:00,"	246","	1710"
1/18/07,0:00:00,"	240","	6809"
1/18/07,0:00:00,"	242","	18318"
1/18/07,0:00:00,"	244","	12301"
1/18/07,0:00:00,"	246","	1730"
1/18/07,0:15:00,"	240","	6904"
1/18/07,0:15:00,"	242","	17716"
1/18/07,0:15:00,"	244","	11875"
1/18/07,0:15:00,"	246","	1882"
1/18/07,0:30:00,"	240","	6860"
1/18/07,0:30:00,"	242","	17676"
1/18/07,0:30:00,"	244","	11875"
1/18/07,0:30:00,"	246","	1864"
1/18/07,0:45:00,"	240","	6815"
1/18/07,0:45:00,"	242","	17661"
1/18/07,0:45:00,"	244","	11875"
1/18/07,0:45:00,"	246","	1881"
1/18/07,1:00:00,"	240","	6769"
1/18/07,1:00:00,"	242","	17657"
1/18/07,1:00:00,"	244","	11875"
1/18/07,1:00:00,"	246","	1887"
1/18/07,1:15:00,"	240","	6480"
1/18/07,1:15:00,"	242","	17754"
1/18/07,1:15:00,"	244","	11749"
1/18/07,1:15:00,"	246","	1848"
1/18/07,1:30:00,"	240","	6480"
1/18/07,1:30:00,"	242","	17765"
1/18/07,1:30:00,"	244","	11736"
1/18/07,1:30:00,"	246","	1850"
1/18/07,1:45:00,"	240","	6480"
1/18/07,1:45:00,"	242","	17773"
1/18/07,1:45:00,"	244","	11731"
1/18/07,1:45:00,"	246","	1850"
1/18/07,2:00:00,"	240","	6480"
1/18/07,2:00:00,"	242","	17777"
1/18/07,2:00:00,"	244","	11735"
1/18/07,2:00:00,"	246","	1848"
1/18/07,2:15:00,"	240","	6358"
1/18/07,2:15:00,"	242","	17602"
1/18/07,2:15:00,"	244","	11807"
1/18/07,2:15:00,"	246","	1824"
1/18/07,2:30:00,"	240","	6358"
1/18/07,2:30:00,"	242","	17603"
1/18/07,2:30:00,"	244","	11799"
1/18/07,2:30:00,"	246","	1823"
1/18/07,2:45:00,"	240","	6358"
1/18/07,2:45:00,"	242","	17599"
1/18/07,2:45:00,"	244","	11800"
1/18/07,2:45:00,"	246","	1819"
1/18/07,3:00:00,"	240","	6358"
1/18/07,3:00:00,"	242","	17589"
1/18/07,3:00:00,"	244","	11814"
1/18/07,3:00:00,"	246","	1829"
1/18/07,3:15:00,"	240","	6360"
1/18/07,3:15:00,"	242","	17546"
1/18/07,3:15:00,"	244","	11825"
1/18/07,3:15:00,"	246","	1896"
1/18/07,3:30:00,"	240","	6360"
1/18/07,3:30:00,"	242","	17545"
1/18/07,3:30:00,"	244","	11833"
1/18/07,3:30:00,"	246","	1897"
1/18/07,3:45:00,"	240","	6360"
1/18/07,3:45:00,"	242","	17576"
1/18/07,3:45:00,"	244","	11855"
1/18/07,3:45:00,"	246","	1866"
1/18/07,4:00:00,"	240","	6360"
1/18/07,4:00:00,"	242","	17639"
1/18/07,4:00:00,"	244","	11899"
1/18/07,4:00:00,"	246","	1803"
1/18/07,4:15:00,"	240","	6419"
1/18/07,4:15:00,"	242","	17611"
1/18/07,4:15:00,"	244","	12054"
1/18/07,4:15:00,"	246","	1857"
1/18/07,4:30:00,"	240","	6451"
1/18/07,4:30:00,"	242","	17585"
1/18/07,4:30:00,"	244","	12087"
1/18/07,4:30:00,"	246","	1883"
1/18/07,4:45:00,"	240","	6496"
1/18/07,4:45:00,"	242","	17543"
1/18/07,4:45:00,"	244","	12098"
1/18/07,4:45:00,"	246","	1925"
1/18/07,5:00:00,"	240","	6558"
1/18/07,5:00:00,"	242","	17505"
1/18/07,5:00:00,"	244","	12105"
1/18/07,5:00:00,"	246","	1983"
1/18/07,5:15:00,"	240","	6920"
1/18/07,5:15:00,"	242","	18604"
1/18/07,5:15:00,"	244","	12293"
1/18/07,5:15:00,"	246","	2186"
1/18/07,5:30:00,"	240","	6997"
1/18/07,5:30:00,"	242","	18576"
1/18/07,5:30:00,"	244","	12318"
1/18/07,5:30:00,"	246","	2258"
1/18/07,5:45:00,"	240","	7072"
1/18/07,5:45:00,"	242","	18587"
1/18/07,5:45:00,"	244","	12329"
1/18/07,5:45:00,"	246","	2293"
1/18/07,6:00:00,"	240","	7147"
1/18/07,6:00:00,"	242","	18821"
1/18/07,6:00:00,"	244","	12597"
1/18/07,6:00:00,"	246","	2322"
1/18/07,6:15:00,"	240","	7781"
1/18/07,6:15:00,"	242","	20774"
1/18/07,6:15:00,"	244","	13136"
1/18/07,6:15:00,"	246","	2580"
1/18/07,6:30:00,"	240","	7781"
1/18/07,6:30:00,"	242","	20769"
1/18/07,6:30:00,"	244","	13157"
1/18/07,6:30:00,"	246","	2585"
1/18/07,6:45:00,"	240","	7781"
1/18/07,6:45:00,"	242","	20765"
1/18/07,6:45:00,"	244","	13193"
1/18/07,6:45:00,"	246","	2589"
1/18/07,7:00:00,"	240","	7781"
1/18/07,7:00:00,"	242","	20764"
1/18/07,7:00:00,"	244","	13242"
1/18/07,7:00:00,"	246","	2590"
1/18/07,7:15:00,"	240","	7627"
1/18/07,7:15:00,"	242","	20895"
1/18/07,7:15:00,"	244","	13614"
1/18/07,7:15:00,"	246","	2610"
1/18/07,7:30:00,"	240","	7627"
1/18/07,7:30:00,"	242","	20902"
1/18/07,7:30:00,"	244","	13656"
1/18/07,7:30:00,"	246","	2603"
1/18/07,7:45:00,"	240","	7627"
1/18/07,7:45:00,"	242","	20927"
1/18/07,7:45:00,"	244","	13675"
1/18/07,7:45:00,"	246","	2577"
1/18/07,8:00:00,"	240","	7627"
1/18/07,8:00:00,"	242","	20970"
1/18/07,8:00:00,"	244","	13683"
1/18/07,8:00:00,"	246","	2534"
1/18/07,8:15:00,"	240","	7632"
1/18/07,8:15:00,"	242","	20443"
1/18/07,8:15:00,"	244","	13452"
1/18/07,8:15:00,"	246","	2573"
1/18/07,8:30:00,"	240","	7632"
1/18/07,8:30:00,"	242","	20461"
1/18/07,8:30:00,"	244","	13450"
1/18/07,8:30:00,"	246","	2555"
1/18/07,8:45:00,"	240","	7632"
1/18/07,8:45:00,"	242","	20494"
1/18/07,8:45:00,"	244","	13471"
1/18/07,8:45:00,"	246","	2522"
1/18/07,9:00:00,"	240","	7632"
1/18/07,9:00:00,"	242","	20541"
1/18/07,9:00:00,"	244","	13511"
1/18/07,9:00:00,"	246","	2475"
1/18/07,9:15:00,"	240","	7618"
1/18/07,9:15:00,"	242","	20146"
1/18/07,9:15:00,"	244","	13302"
1/18/07,9:15:00,"	246","	2391"
1/18/07,9:30:00,"	240","	7618"
1/18/07,9:30:00,"	242","	20200"
1/18/07,9:30:00,"	244","	13320"
1/18/07,9:30:00,"	246","	2337"
1/18/07,9:45:00,"	240","	7618"
1/18/07,9:45:00,"	242","	20249"
1/18/07,9:45:00,"	244","	13333"
