CPT,"ENDING	",ZONEID,MW
8/22/01,12:00:00,"	26","	12095"
8/22/01,12:00:00,"	28","	32086"
8/22/01,12:15:00,"	24","	3527"
8/22/01,12:15:00,"	26","	12329"
8/22/01,12:15:00,"	28","	33059"
8/22/01,12:30:00,"	24","	3565"
8/22/01,12:30:00,"	26","	12479"
8/22/01,12:30:00,"	28","	33407"
8/22/01,12:45:00,"	24","	3584"
8/22/01,12:45:00,"	26","	12650"
8/22/01,12:45:00,"	28","	33709"
8/22/01,13:00:00,"	24","	3596"
8/22/01,13:00:00,"	26","	12855"
8/22/01,13:00:00,"	28","	33964"
8/22/01,13:15:00,"	24","	3652"
8/22/01,13:15:00,"	26","	13042"
8/22/01,13:15:00,"	28","	34536"
8/22/01,13:30:00,"	24","	3663"
8/22/01,13:30:00,"	26","	13241"
8/22/01,13:30:00,"	28","	34741"
8/22/01,13:45:00,"	24","	3701"
8/22/01,13:45:00,"	26","	13417"
8/22/01,13:45:00,"	28","	34939"
8/22/01,14:00:00,"	24","	3746"
8/22/01,14:00:00,"	26","	13564"
8/22/01,14:00:00,"	28","	35135"
8/22/01,14:15:00,"	24","	3811"
8/22/01,14:15:00,"	26","	13717"
8/22/01,14:15:00,"	28","	35508"
8/22/01,14:30:00,"	24","	3861"
8/22/01,14:30:00,"	26","	13845"
8/22/01,14:30:00,"	28","	35659"
8/22/01,14:45:00,"	24","	3906"
8/22/01,14:45:00,"	26","	13960"
8/22/01,14:45:00,"	28","	35774"
8/22/01,15:00:00,"	24","	3957"
8/22/01,15:00:00,"	26","	14057"
8/22/01,15:00:00,"	28","	35875"
8/22/01,15:15:00,"	24","	4090"
8/22/01,15:15:00,"	26","	14209"
8/22/01,15:15:00,"	28","	36282"
8/22/01,15:30:00,"	24","	4117"
8/22/01,15:30:00,"	26","	14283"
8/22/01,15:30:00,"	28","	36407"
8/22/01,15:45:00,"	24","	4131"
8/22/01,15:45:00,"	26","	14347"
8/22/01,15:45:00,"	28","	36475"
8/22/01,16:00:00,"	24","	4137"
8/22/01,16:00:00,"	26","	14401"
8/22/01,16:00:00,"	28","	36500"
8/22/01,16:15:00,"	24","	4154"
8/22/01,16:15:00,"	26","	14490"
8/22/01,16:15:00,"	28","	36649"
8/22/01,16:30:00,"	24","	4158"
8/22/01,16:30:00,"	26","	14540"
8/22/01,16:30:00,"	28","	36632"
8/22/01,16:45:00,"	24","	4166"
8/22/01,16:45:00,"	26","	14571"
8/22/01,16:45:00,"	28","	36609"
8/22/01,17:00:00,"	24","	4176"
8/22/01,17:00:00,"	26","	14589"
8/22/01,17:00:00,"	28","	36600"
8/22/01,17:15:00,"	24","	4205"
8/22/01,17:15:00,"	26","	14563"
8/22/01,17:15:00,"	28","	36679"
8/22/01,17:30:00,"	24","	4213"
8/22/01,17:30:00,"	26","	14569"
8/22/01,17:30:00,"	28","	36636"
8/22/01,17:45:00,"	24","	4200"
8/22/01,17:45:00,"	26","	14549"
8/22/01,17:45:00,"	28","	36529"
8/22/01,18:00:00,"	24","	4188"
8/22/01,18:00:00,"	26","	14507"
8/22/01,18:00:00,"	28","	36282"
8/22/01,18:15:00,"	24","	4180"
8/22/01,18:15:00,"	26","	14366"
8/22/01,18:15:00,"	28","	35879"
8/22/01,18:30:00,"	24","	4163"
8/22/01,18:30:00,"	26","	14308"
8/22/01,18:30:00,"	28","	35667"
8/22/01,18:45:00,"	24","	4146"
8/22/01,18:45:00,"	26","	14236"
8/22/01,18:45:00,"	28","	35425"
8/22/01,19:00:00,"	24","	4115"
8/22/01,19:00:00,"	26","	14146"
8/22/01,19:00:00,"	28","	35245"
8/22/01,19:15:00,"	24","	4078"
8/22/01,19:15:00,"	26","	13955"
8/22/01,19:15:00,"	28","	34861"
8/22/01,19:30:00,"	24","	4046"
8/22/01,19:30:00,"	26","	13856"
8/22/01,19:30:00,"	28","	34668"
8/22/01,19:45:00,"	24","	3998"
8/22/01,19:45:00,"	26","	13763"
8/22/01,19:45:00,"	28","	34510"
8/22/01,20:00:00,"	24","	3953"
8/22/01,20:00:00,"	26","	13674"
8/22/01,20:00:00,"	28","	34391"
8/22/01,20:15:00,"	24","	3965"
8/22/01,20:15:00,"	26","	13220"
8/22/01,20:15:00,"	28","	34228"
8/22/01,20:30:00,"	24","	3921"
8/22/01,20:30:00,"	26","	13032"
8/22/01,20:30:00,"	28","	34145"
8/22/01,20:45:00,"	24","	3884"
8/22/01,20:45:00,"	26","	12855"
8/22/01,20:45:00,"	28","	33960"
8/22/01,21:00:00,"	24","	3845"
8/22/01,21:00:00,"	26","	12673"
8/22/01,21:00:00,"	28","	33808"
8/22/01,21:15:00,"	24","	3758"
8/22/01,21:15:00,"	26","	12299"
8/22/01,21:15:00,"	28","	33314"
8/22/01,21:30:00,"	24","	3720"
8/22/01,21:30:00,"	26","	12155"
8/22/01,21:30:00,"	28","	33061"
8/22/01,21:45:00,"	24","	3728"
8/22/01,21:45:00,"	26","	12145"
8/22/01,21:45:00,"	28","	32730"
8/22/01,22:00:00,"	24","	3744"
8/22/01,22:00:00,"	26","	12269"
8/22/01,22:00:00,"	28","	32374"
8/22/01,22:15:00,"	24","	3970"
8/22/01,22:15:00,"	26","	12419"
8/22/01,22:15:00,"	28","	29729"
8/22/01,22:30:00,"	24","	3980"
8/22/01,22:30:00,"	26","	12527"
8/22/01,22:30:00,"	28","	29310"
8/22/01,22:45:00,"	24","	3926"
8/22/01,22:45:00,"	26","	12449"
8/22/01,22:45:00,"	28","	28852"
8/22/01,23:00:00,"	24","	3851"
8/22/01,23:00:00,"	26","	12178"
8/22/01,23:00:00,"	28","	28372"
8/22/01,23:15:00,"	24","	3642"
8/22/01,23:15:00,"	26","	11437"
8/22/01,23:15:00,"	28","	27050"
8/22/01,23:30:00,"	24","	3563"
8/22/01,23:30:00,"	26","	11130"
8/22/01,23:30:00,"	28","	26582"
8/22/01,23:45:00,"	24","	3500"
8/22/01,23:45:00,"	26","	10875"
8/22/01,23:45:00,"	28","	26150"
8/23/01,0:00:00,"	24","	3451"
8/23/01,0:00:00,"	26","	10670"
8/23/01,0:00:00,"	28","	25794"
8/23/01,0:15:00,"	24","	2950"
8/23/01,0:15:00,"	26","	10324"
8/23/01,0:15:00,"	28","	24513"
8/23/01,0:30:00,"	24","	2895"
8/23/01,0:30:00,"	26","	10143"
8/23/01,0:30:00,"	28","	24270"
8/23/01,0:45:00,"	24","	2838"
8/23/01,0:45:00,"	26","	9977"
8/23/01,0:45:00,"	28","	24082"
8/23/01,1:00:00,"	24","	2780"
8/23/01,1:00:00,"	26","	9824"
8/23/01,1:00:00,"	28","	23903"
8/23/01,1:15:00,"	24","	2462"
8/23/01,1:15:00,"	26","	9636"
8/23/01,1:15:00,"	28","	23942"
8/23/01,1:30:00,"	24","	2406"
8/23/01,1:30:00,"	26","	9497"
8/23/01,1:30:00,"	28","	23768"
8/23/01,1:45:00,"	24","	2379"
8/23/01,1:45:00,"	26","	9376"
8/23/01,1:45:00,"	28","	23570"
8/23/01,2:00:00,"	24","	2367"
8/23/01,2:00:00,"	26","	9271"
8/23/01,2:00:00,"	28","	23359"
8/23/01,2:15:00,"	24","	2387"
8/23/01,2:15:00,"	26","	9172"
8/23/01,2:15:00,"	28","	22776"
8/23/01,2:30:00,"	24","	2374"
8/23/01,2:30:00,"	26","	9081"
8/23/01,2:30:00,"	28","	22578"
8/23/01,2:45:00,"	24","	2350"
8/23/01,2:45:00,"	26","	9011"
8/23/01,2:45:00,"	28","	22441"
8/23/01,3:00:00,"	24","	2312"
8/23/01,3:00:00,"	26","	8964"
8/23/01,3:00:00,"	28","	22345"
8/23/01,3:15:00,"	24","	2239"
8/23/01,3:15:00,"	26","	8914"
8/23/01,3:15:00,"	28","	22128"
8/23/01,3:30:00,"	24","	2202"
8/23/01,3:30:00,"	26","	8876"
8/23/01,3:30:00,"	28","	22063"
8/23/01,3:45:00,"	24","	2171"
8/23/01,3:45:00,"	26","	8848"
8/23/01,3:45:00,"	28","	22026"
8/23/01,4:00:00,"	24","	2151"
8/23/01,4:00:00,"	26","	8834"
8/23/01,4:00:00,"	28","	22002"
8/23/01,4:15:00,"	24","	2174"
8/23/01,4:15:00,"	26","	8772"
8/23/01,4:15:00,"	28","	21910"
8/23/01,4:30:00,"	24","	2161"
8/23/01,4:30:00,"	26","	8775"
8/23/01,4:30:00,"	28","	21936"
8/23/01,4:45:00,"	24","	2162"
8/23/01,4:45:00,"	26","	8807"
8/23/01,4:45:00,"	28","	21988"
8/23/01,5:00:00,"	24","	2168"
8/23/01,5:00:00,"	26","	8877"
8/23/01,5:00:00,"	28","	22068"
8/23/01,5:15:00,"	24","	2311"
8/23/01,5:15:00,"	26","	9032"
8/23/01,5:15:00,"	28","	22225"
8/23/01,5:30:00,"	24","	2316"
8/23/01,5:30:00,"	26","	9066"
8/23/01,5:30:00,"	28","	22354"
8/23/01,5:45:00,"	24","	2310"
8/23/01,5:45:00,"	26","	9034"
8/23/01,5:45:00,"	28","	22536"
8/23/01,6:00:00,"	24","	2298"
8/23/01,6:00:00,"	26","	8933"
8/23/01,6:00:00,"	28","	22713"
8/23/01,6:15:00,"	24","	2516"
8/23/01,6:15:00,"	26","	9163"
8/23/01,6:15:00,"	28","	24163"
8/23/01,6:30:00,"	24","	2503"
8/23/01,6:30:00,"	26","	9062"
8/23/01,6:30:00,"	28","	24311"
8/23/01,6:45:00,"	24","	2502"
8/23/01,6:45:00,"	26","	9061"
8/23/01,6:45:00,"	28","	24475"
8/23/01,7:00:00,"	24","	2510"
8/23/01,7:00:00,"	26","	9160"
8/23/01,7:00:00,"	28","	24643"
8/23/01,7:15:00,"	24","	2511"
8/23/01,7:15:00,"	26","	9485"
8/23/01,7:15:00,"	28","	25118"
8/23/01,7:30:00,"	24","	2526"
8/23/01,7:30:00,"	26","	9601"
8/23/01,7:30:00,"	28","	25267"
8/23/01,7:45:00,"	24","	2554"
8/23/01,7:45:00,"	26","	9700"
8/23/01,7:45:00,"	28","	25392"
8/23/01,8:00:00,"	24","	2590"
8/23/01,8:00:00,"	26","	9786"
8/23/01,8:00:00,"	28","	25524"
8/23/01,8:15:00,"	24","	2666"
8/23/01,8:15:00,"	26","	9973"
8/23/01,8:15:00,"	28","	25569"
8/23/01,8:30:00,"	24","	2701"
8/23/01,8:30:00,"	26","	10093"
8/23/01,8:30:00,"	28","	25794"
8/23/01,8:45:00,"	24","	2725"
8/23/01,8:45:00,"	26","	10262"
8/23/01,8:45:00,"	28","	26057"
8/23/01,9:00:00,"	24","	2736"
8/23/01,9:00:00,"	26","	10479"
8/23/01,9:00:00,"	28","	26318"
8/23/01,9:15:00,"	24","	2689"
8/23/01,9:15:00,"	26","	10532"
8/23/01,9:15:00,"	28","	26708"
8/23/01,9:30:00,"	24","	2699"
8/23/01,9:30:00,"	26","	10754"
8/23/01,9:30:00,"	28","	26982"
8/23/01,9:45:00,"	24","	2733"
8/23/01,9:45:00,"	26","	10966"
8/23/01,9:45:00,"	28","	27302"
8/23/01,10:00:00,"	24","	2779"
8/23/01,10:00:00,"	26","	11159"
8/23/01,10:00:00,"	28","	27649"
8/23/01,10:15:00,"	24","	2849"
8/23/01,10:15:00,"	26","	11283"
8/23/01,10:15:00,"	28","	28495"
8/23/01,10:30:00,"	24","	2903"
8/23/01,10:30:00,"	26","	11543"
8/23/01,10:30:00,"	28","	28827"
8/23/01,10:45:00,"	24","	2957"
8/23/01,10:45:00,"	26","	11706"
8/23/01,10:45:00,"	28","	29152"
8/23/01,11:00:00,"	24","	3017"
8/23/01,11:00:00,"	26","	11860"
8/23/01,11:00:00,"	28","	29471"
8/23/01,11:15:00,"	24","	3065"
8/23/01,11:15:00,"	26","	12143"
8/23/01,11:15:00,"	28","	30170"
8/23/01,11:30:00,"	24","	3100"
8/23/01,11:30:00,"	26","	12325"
8/23/01,11:30:00,"	28","	30470"
8/23/01,11:45:00,"	24","	3146"
8/23/01,11:45:00,"	26","	12470"
8/23/01,11:45:00,"	28","	30773"
8/23/01,12:00:00,"	24","	3192"
8/23/01,12:00:00,"	26","	12580"
8/23/01,12:00:00,"	28","	31092"
8/23/01,12:15:00,"	24","	3296"
8/23/01,12:15:00,"	26","	12713"
8/23/01,12:15:00,"	28","	31899"
8/23/01,12:30:00,"	24","	3342"
8/23/01,12:30:00,"	26","	12821"
8/23/01,12:30:00,"	28","	32211"
8/23/01,12:45:00,"	24","	3379"
8/23/01,12:45:00,"	26","	12957"
8/23/01,12:45:00,"	28","	32495"
8/23/01,13:00:00,"	24","	3414"
8/23/01,13:00:00,"	26","	13132"
8/23/01,13:00:00,"	28","	32760"
8/23/01,13:15:00,"	24","	3180"
8/23/01,13:15:00,"	26","	13636"
8/23/01,13:15:00,"	28","	33447"
8/23/01,13:30:00,"	24","	3219"
8/23/01,13:30:00,"	26","	13756"
8/23/01,13:30:00,"	28","	33746"
8/23/01,13:45:00,"	24","	3263"
8/23/01,13:45:00,"	26","	13883"
8/23/01,13:45:00,"	28","	33997"
8/23/01,14:00:00,"	24","	3305"
8/23/01,14:00:00,"	26","	14013"
8/23/01,14:00:00,"	28","	34190"
8/23/01,14:15:00,"	24","	3355"
8/23/01,14:15:00,"	26","	14227"
8/23/01,14:15:00,"	28","	34288"
8/23/01,14:30:00,"	24","	3395"
8/23/01,14:30:00,"	26","	14349"
8/23/01,14:30:00,"	28","	34380"
8/23/01,14:45:00,"	24","	3424"
8/23/01,14:45:00,"	26","	14463"
8/23/01,14:45:00,"	28","	34512"
8/23/01,15:00:00,"	24","	3450"
8/23/01,15:00:00,"	26","	14561"
8/23/01,15:00:00,"	28","	34673"
8/23/01,15:15:00,"	24","	3475"
8/23/01,15:15:00,"	26","	14753"
8/23/01,15:15:00,"	28","	35079"
8/23/01,15:30:00,"	24","	3499"
8/23/01,15:30:00,"	26","	14832"
8/23/01,15:30:00,"	28","	35238"
8/23/01,15:45:00,"	24","	3518"
8/23/01,15:45:00,"	26","	14895"
8/23/01,15:45:00,"	28","	35361"
8/23/01,16:00:00,"	24","	3531"
8/23/01,16:00:00,"	26","	14933"
8/23/01,16:00:00,"	28","	35452"
8/23/01,16:15:00,"	24","	3544"
8/23/01,16:15:00,"	26","	14961"
8/23/01,16:15:00,"	28","	35700"
8/23/01,16:30:00,"	24","	3555"
8/23/01,16:30:00,"	26","	14991"
8/23/01,16:30:00,"	28","	35732"
8/23/01,16:45:00,"	24","	3558"
8/23/01,16:45:00,"	26","	15006"
8/23/01,16:45:00,"	28","	35716"
8/23/01,17:00:00,"	24","	3561"
8/23/01,17:00:00,"	26","	15006"
8/23/01,17:00:00,"	28","	35672"
8/23/01,17:15:00,"	24","	3588"
8/23/01,17:15:00,"	26","	14986"
8/23/01,17:15:00,"	28","	35688"
8/23/01,17:30:00,"	24","	3589"
8/23/01,17:30:00,"	26","	14979"
8/23/01,17:30:00,"	28","	35593"
8/23/01,17:45:00,"	24","	3569"
8/23/01,17:45:00,"	26","	14959"
8/23/01,17:45:00,"	28","	35453"
8/23/01,18:00:00,"	24","	3542"
8/23/01,18:00:00,"	26","	14932"
8/23/01,18:00:00,"	28","	35289"
8/23/01,18:15:00,"	24","	3510"
8/23/01,18:15:00,"	26","	14791"
8/23/01,18:15:00,"	28","	35203"
8/23/01,18:30:00,"	24","	3481"
8/23/01,18:30:00,"	26","	14740"
8/23/01,18:30:00,"	28","	34998"
8/23/01,18:45:00,"	24","	3450"
8/23/01,18:45:00,"	26","	14653"
8/23/01,18:45:00,"	28","	34767"
8/23/01,19:00:00,"	24","	3413"
8/23/01,19:00:00,"	26","	14524"
8/23/01,19:00:00,"	28","	34539"
8/23/01,19:15:00,"	24","	3380"
8/23/01,19:15:00,"	26","	14268"
8/23/01,19:15:00,"	28","	34185"
8/23/01,19:30:00,"	24","	3343"
8/23/01,19:30:00,"	26","	14131"
8/23/01,19:30:00,"	28","	34092"
8/23/01,19:45:00,"	24","	3300"
8/23/01,19:45:00,"	26","	14013"
8/23/01,19:45:00,"	28","	33989"
8/23/01,20:00:00,"	24","	3260"
8/23/01,20:00:00,"	26","	13916"
8/23/01,20:00:00,"	28","	33880"
8/23/01,20:15:00,"	24","	3195"
8/23/01,20:15:00,"	26","	13762"
8/23/01,20:15:00,"	28","	33568"
8/23/01,20:30:00,"	24","	3153"
8/23/01,20:30:00,"	26","	13683"
8/23/01,20:30:00,"	28","	33401"
8/23/01,20:45:00,"	24","	3139"
8/23/01,20:45:00,"	26","	13586"
8/23/01,20:45:00,"	28","	33239"
8/23/01,21:00:00,"	24","	3128"
8/23/01,21:00:00,"	26","	13457"
8/23/01,21:00:00,"	28","	33063"
8/23/01,21:15:00,"	24","	3072"
8/23/01,21:15:00,"	26","	13144"
8/23/01,21:15:00,"	28","	32603"
8/23/01,21:30:00,"	24","	3065"
8/23/01,21:30:00,"	26","	13024"
8/23/01,21:30:00,"	28","	32361"
8/23/01,21:45:00,"	24","	3099"
8/23/01,21:45:00,"	26","	12986"
8/23/01,21:45:00,"	28","	32047"
8/23/01,22:00:00,"	24","	3150"
8/23/01,22:00:00,"	26","	13034"
8/23/01,22:00:00,"	28","	31721"
8/23/01,22:15:00,"	24","	3211"
8/23/01,22:15:00,"	26","	12879"
8/23/01,22:15:00,"	28","	28975"
8/23/01,22:30:00,"	24","	3258"
8/23/01,22:30:00,"	26","	12907"
8/23/01,22:30:00,"	28","	28598"
8/23/01,22:45:00,"	24","	3228"
8/23/01,22:45:00,"	26","	12789"
8/23/01,22:45:00,"	28","	28188"
8/23/01,23:00:00,"	24","	3160"
8/23/01,23:00:00,"	26","	12520"
8/23/01,23:00:00,"	28","	27753"
8/23/01,23:15:00,"	24","	3008"
8/23/01,23:15:00,"	26","	12058"
8/23/01,23:15:00,"	28","	26610"
8/23/01,23:30:00,"	24","	2932"
8/23/01,23:30:00,"	26","	11723"
8/23/01,23:30:00,"	28","	26205"
8/23/01,23:45:00,"	24","	2865"
8/23/01,23:45:00,"	26","	11334"
8/23/01,23:45:00,"	28","	25836"
8/24/01,0:00:00,"	24","	2807"
8/24/01,0:00:00,"	26","	10881"
8/24/01,0:00:00,"	28","	25526"
8/24/01,0:15:00,"	24","	2724"
8/24/01,0:15:00,"	26","	10566"
8/24/01,0:15:00,"	28","	24894"
8/24/01,0:30:00,"	24","	2658"
8/24/01,0:30:00,"	26","	10360"
8/24/01,0:30:00,"	28","	24664"
8/24/01,0:45:00,"	24","	2598"
8/24/01,0:45:00,"	26","	10202"
8/24/01,0:45:00,"	28","	24423"
8/24/01,1:00:00,"	24","	2543"
8/24/01,1:00:00,"	26","	10094"
8/24/01,1:00:00,"	28","	24166"
8/24/01,1:15:00,"	24","	2300"
8/24/01,1:15:00,"	26","	9968"
8/24/01,1:15:00,"	28","	23832"
8/24/01,1:30:00,"	24","	2247"
8/24/01,1:30:00,"	26","	9879"
8/24/01,1:30:00,"	28","	23588"
8/24/01,1:45:00,"	24","	2215"
8/24/01,1:45:00,"	26","	9788"
8/24/01,1:45:00,"	28","	23374"
8/24/01,2:00:00,"	24","	2188"
8/24/01,2:00:00,"	26","	9694"
8/24/01,2:00:00,"	28","	23182"
8/24/01,2:15:00,"	24","	2157"
8/24/01,2:15:00,"	26","	9546"
8/24/01,2:15:00,"	28","	22554"
8/24/01,2:30:00,"	24","	2136"
8/24/01,2:30:00,"	26","	9454"
8/24/01,2:30:00,"	28","	22380"
8/24/01,2:45:00,"	24","	2112"
8/24/01,2:45:00,"	26","	9382"
8/24/01,2:45:00,"	28","	22250"
8/24/01,3:00:00,"	24","	2097"
8/24/01,3:00:00,"	26","	9334"
8/24/01,3:00:00,"	28","	22137"
8/24/01,3:15:00,"	24","	2051"
8/24/01,3:15:00,"	26","	9314"
8/24/01,3:15:00,"	28","	21805"
8/24/01,3:30:00,"	24","	2036"
8/24/01,3:30:00,"	26","	9275"
8/24/01,3:30:00,"	28","	21727"
8/24/01,3:45:00,"	24","	2036"
8/24/01,3:45:00,"	26","	9253"
8/24/01,3:45:00,"	28","	21680"
8/24/01,4:00:00,"	24","	2036"
8/24/01,4:00:00,"	26","	9253"
8/24/01,4:00:00,"	28","	21655"
8/24/01,4:15:00,"	24","	2093"
8/24/01,4:15:00,"	26","	9256"
8/24/01,4:15:00,"	28","	21458"
8/24/01,4:30:00,"	24","	2100"
8/24/01,4:30:00,"	26","	9257"
8/24/01,4:30:00,"	28","	21483"
8/24/01,4:45:00,"	24","	2124"
8/24/01,4:45:00,"	26","	9253"
8/24/01,4:45:00,"	28","	21545"
8/24/01,5:00:00,"	24","	2170"
8/24/01,5:00:00,"	26","	9245"
8/24/01,5:00:00,"	28","	21650"
8/24/01,5:15:00,"	24","	2340"
8/24/01,5:15:00,"	26","	9155"
8/24/01,5:15:00,"	28","	21728"
8/24/01,5:30:00,"	24","	2386"
8/24/01,5:30:00,"	26","	9160"
8/24/01,5:30:00,"	28","	21887"
8/24/01,5:45:00,"	24","	2419"
8/24/01,5:45:00,"	26","	9193"
8/24/01,5:45:00,"	28","	22113"
8/24/01,6:00:00,"	24","	2438"
8/24/01,6:00:00,"	26","	9252"
8/24/01,6:00:00,"	28","	22355"
8/24/01,6:15:00,"	24","	2877"
8/24/01,6:15:00,"	26","	9663"
8/24/01,6:15:00,"	28","	23295"
8/24/01,6:30:00,"	24","	2892"
8/24/01,6:30:00,"	26","	9749"
8/24/01,6:30:00,"	28","	23481"
8/24/01,6:45:00,"	24","	2917"
8/24/01,6:45:00,"	26","	9853"
8/24/01,6:45:00,"	28","	23640"
8/24/01,7:00:00,"	24","	2950"
8/24/01,7:00:00,"	26","	9973"
8/24/01,7:00:00,"	28","	23767"
8/24/01,7:15:00,"	24","	3005"
8/24/01,7:15:00,"	26","	10128"
8/24/01,7:15:00,"	28","	23970"
8/24/01,7:30:00,"	24","	3040"
8/24/01,7:30:00,"	26","	10238"
8/24/01,7:30:00,"	28","	24075"
8/24/01,7:45:00,"	24","	3069"
8/24/01,7:45:00,"	26","	10335"
8/24/01,7:45:00,"	28","	24158"
8/24/01,8:00:00,"	24","	3091"
8/24/01,8:00:00,"	26","	10419"
8/24/01,8:00:00,"	28","	24244"
8/24/01,8:15:00,"	24","	3177"
8/24/01,8:15:00,"	26","	10405"
8/24/01,8:15:00,"	28","	24590"
8/24/01,8:30:00,"	24","	3200"
8/24/01,8:30:00,"	26","	10472"
8/24/01,8:30:00,"	28","	24683"
8/24/01,8:45:00,"	24","	3239"
8/24/01,8:45:00,"	26","	10607"
8/24/01,8:45:00,"	28","	24878"
8/24/01,9:00:00,"	24","	3292"
8/24/01,9:00:00,"	26","	10813"
8/24/01,9:00:00,"	28","	25132"
8/24/01,9:15:00,"	24","	3431"
8/24/01,9:15:00,"	26","	10867"
8/24/01,9:15:00,"	28","	25568"
8/24/01,9:30:00,"	24","	3484"
8/24/01,9:30:00,"	26","	11032"
8/24/01,9:30:00,"	28","	25915"
8/24/01,9:45:00,"	24","	3547"
8/24/01,9:45:00,"	26","	11221"
8/24/01,9:45:00,"	28","	26342"
8/24/01,10:00:00,"	24","	3615"
8/24/01,10:00:00,"	26","	11427"
8/24/01,10:00:00,"	28","	26814"
8/24/01,10:15:00,"	24","	3786"
8/24/01,10:15:00,"	26","	11469"
8/24/01,10:15:00,"	28","	27794"
8/24/01,10:30:00,"	24","	3851"
8/24/01,10:30:00,"	26","	11723"
8/24/01,10:30:00,"	28","	28222"
8/24/01,10:45:00,"	24","	3900"
8/24/01,10:45:00,"	26","	11905"
8/24/01,10:45:00,"	28","	28582"
8/24/01,11:00:00,"	24","	3941"
8/24/01,11:00:00,"	26","	12107"
8/24/01,11:00:00,"	28","	28888"
8/24/01,11:15:00,"	24","	4052"
8/24/01,11:15:00,"	26","	12363"
8/24/01,11:15:00,"	28","	29236"
8/24/01,11:30:00,"	24","	4086"
8/24/01,11:30:00,"	26","	12555"
8/24/01,11:30:00,"	28","	29438"
8/24/01,11:45:00,"	24","	4118"
8/24/01,11:45:00,"	26","	12727"
8/24/01,11:45:00,"	28","	29723"
8/24/01,12:00:00,"	24","	4147"
8/24/01,12:00:00,"	26","	12883"
8/24/01,12:00:00,"	28","	29971"
8/24/01,12:15:00,"	24","	4243"
8/24/01,12:15:00,"	26","	13043"
8/24/01,12:15:00,"	28","	30351"
8/24/01,12:30:00,"	24","	4268"
8/24/01,12:30:00,"	26","	13182"
8/24/01,12:30:00,"	28","	30557"
8/24/01,12:45:00,"	24","	4290"
8/24/01,12:45:00,"	26","	13339"
8/24/01,12:45:00,"	28","	30790"
8/24/01,13:00:00,"	24","	4311"
8/24/01,13:00:00,"	26","	13527"
8/24/01,13:00:00,"	28","	31039"
8/24/01,13:15:00,"	24","	4271"
8/24/01,13:15:00,"	26","	14015"
8/24/01,13:15:00,"	28","	31497"
8/24/01,13:30:00,"	24","	4299"
8/24/01,13:30:00,"	26","	14183"
8/24/01,13:30:00,"	28","	31722"
8/24/01,13:45:00,"	24","	4361"
8/24/01,13:45:00,"	26","	14303"
8/24/01,13:45:00,"	28","	31920"
8/24/01,14:00:00,"	24","	4455"
8/24/01,14:00:00,"	26","	14367"
8/24/01,14:00:00,"	28","	32095"
8/24/01,14:15:00,"	24","	4646"
8/24/01,14:15:00,"	26","	14386"
8/24/01,14:15:00,"	28","	32464"
8/24/01,14:30:00,"	24","	4736"
8/24/01,14:30:00,"	26","	14434"
8/24/01,14:30:00,"	28","	32641"
8/24/01,14:45:00,"	24","	4796"
8/24/01,14:45:00,"	26","	14504"
8/24/01,14:45:00,"	28","	32823"
8/24/01,15:00:00,"	24","	4824"
8/24/01,15:00:00,"	26","	14592"
8/24/01,15:00:00,"	28","	33024"
8/24/01,15:15:00,"	24","	4809"
8/24/01,15:15:00,"	26","	14793"
8/24/01,15:15:00,"	28","	33431"
8/24/01,15:30:00,"	24","	4827"
8/24/01,15:30:00,"	26","	14871"
8/24/01,15:30:00,"	28","	33605"
8/24/01,15:45:00,"	24","	4835"
8/24/01,15:45:00,"	26","	14933"
8/24/01,15:45:00,"	28","	33722"
8/24/01,16:00:00,"	24","	4842"
8/24/01,16:00:00,"	26","	14978"
8/24/01,16:00:00,"	28","	33813"
8/24/01,16:15:00,"	24","	4839"
8/24/01,16:15:00,"	26","	15013"
8/24/01,16:15:00,"	28","	34153"
8/24/01,16:30:00,"	24","	4843"
8/24/01,16:30:00,"	26","	15048"
8/24/01,16:30:00,"	28","	34186"
8/24/01,16:45:00,"	24","	4847"
8/24/01,16:45:00,"	26","	15064"
8/24/01,16:45:00,"	28","	34186"
8/24/01,17:00:00,"	24","	4850"
8/24/01,17:00:00,"	26","	15063"
8/24/01,17:00:00,"	28","	34166"
8/24/01,17:15:00,"	24","	4869"
8/24/01,17:15:00,"	26","	15004"
8/24/01,17:15:00,"	28","	33789"
8/24/01,17:30:00,"	24","	4873"
8/24/01,17:30:00,"	26","	14990"
8/24/01,17:30:00,"	28","	33684"
8/24/01,17:45:00,"	24","	4862"
8/24/01,17:45:00,"	26","	14939"
8/24/01,17:45:00,"	28","	33562"
8/24/01,18:00:00,"	24","	4854"
8/24/01,18:00:00,"	26","	14858"
8/24/01,18:00:00,"	28","	33438"
8/24/01,18:15:00,"	24","	4875"
8/24/01,18:15:00,"	26","	14627"
8/24/01,18:15:00,"	28","	33173"
8/24/01,18:30:00,"	24","	4859"
8/24/01,18:30:00,"	26","	14529"
8/24/01,18:30:00,"	28","	33022"
8/24/01,18:45:00,"	24","	4823"
8/24/01,18:45:00,"	26","	14443"
8/24/01,18:45:00,"	28","	32815"
8/24/01,19:00:00,"	24","	4765"
8/24/01,19:00:00,"	26","	14358"
8/24/01,19:00:00,"	28","	32597"
8/24/01,19:15:00,"	24","	4748"
8/24/01,19:15:00,"	26","	14256"
8/24/01,19:15:00,"	28","	31928"
