day,hour,% difference
28,13,0.15091037
28,13,0.115454945
28,14,0.1305208
28,14,0.098953975
28,15,0.087953968
28,15,0.018062276
28,16,0.056905871
28,16,0.001369445
28,17,0.064499666
28,17,0.00173214
28,18,0.045273326
28,18,0.006159068
28,19,0.080976553
28,19,0.01219321
28,20,0.081543879
28,20,0.045087945
28,21,0.102444799
28,21,0.057284173
28,22,0.122825269
28,22,0.082894301
28,23,0.058881817
28,23,0.062993269
29,0,0.039948737
29,0,0.001442175
29,1,0.017226124
29,1,0.005104941
29,2,0.010618197
29,2,0.030626846
29,3,0.011682984
29,3,0.023982052
29,4,0.025663109
29,4,0.039850435
29,5,0.055155258
29,5,0.055323343
29,6,0.057106513
29,6,0.03695448
29,7,0.039866898
29,7,0.047221461
29,8,0.089363954
29,8,0.030870767
29,9,0.047802994
29,9,0.045166548
29,10,0.015618252
29,10,0.042144959
29,11,0.057691625
29,11,0.03287993
29,12,0.107429455
29,12,0.093964466
29,13,0.089825103
29,13,0.079398304
29,14,0.06801382
29,14,0.077740707
29,15,0.050025602
29,15,0.083092615
29,16,0.025882646
29,16,0.068460706
29,17,0.000493044
29,17,0.041316666
29,18,0.012986806
29,18,0.033114627
29,19,0.03840476
29,19,0.020997013
29,20,0.068022004
29,20,0.003716329
29,21,0.079796523
29,21,0.011786735
29,22,0.084508554
29,22,0.029839711
29,23,0.062696738
29,23,0.012210824
30,0,0.014822205
